sr_no,state,work,work_id,ida,honble_members_of_parliament,constituency,expenditure_date,vendor_name,payment_status,fund_disbursed_amount_rupees,fund_disbursed_amount_rupees_invalid_negative,source_dataset
5255,Telangana,Street lights,WS/MP18190/2026-2027/212898,MAHABUBABAD(DISTRICT COLLECTOR MAHABUBABAD_IDA),BALRAM NAIK PORIKA,MAHABUBABAD,2026-07-01,SUTRAPU RAJENDRA PRASAD,Payment Success,175000,False,Completed_On-going_Works.csv
5256,Telangana,Street lights,WS/MP18190/2026-2027/212909,MAHABUBABAD(DISTRICT COLLECTOR MAHABUBABAD_IDA),BALRAM NAIK PORIKA,MAHABUBABAD,2026-07-01,SUTRAPU RAJENDRA PRASAD,Payment Success,174772,False,Completed_On-going_Works.csv
5257,Telangana,Construction of culverts and bridges,WS/MP18191/2025-2026/241719,Narayanpet(DISTRICT COLLECTOR NARAYANPET_IDA),ARUNA. D. K,MAHABUBNAGAR,2026-07-08,Gavinolla Chandra Reddy,Payment Success,499722,False,Completed_On-going_Works.csv
5258,Gujarat,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18054/2025-2026/196201,MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA),HARIBHAI PATEL,MAHESANA,2026-08-03,THADOD GRAM PANCHAYAT,Payment Success,100000,False,Completed_On-going_Works.csv
5259,Telangana,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18188/2025-2026/219356,RANGA REDDY(DISTRICT COLLECTOR RANGAREDDY_IDA),KONDA VISHWESHWAR REDDY,CHELVELLA,2026-07-02,Medi Krishna,Payment Success,500000,False,Completed_On-going_Works.csv
5260,Haryana,Construction of boundary walls of existing public and community buildings,WS/MP18067/2025-2026/251822,SONIPAT(DEPUTY COMMISSIONER SONEPAT_IDA),SATPAL BRAHAMCHARI,SONEPAT,2026-07-02,THE SHIVAM CO OP L AND C SOCIETY LTD,Payment Success,377197,False,Completed_On-going_Works.csv
5261,Tamil Nadu,Construction of community centers and community halls,WS/MP751/2026-2027/236480,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),S Venkatesan,MADURAI,2026-08-11,SUBRAMANIAN,Payment Success,1499401,False,Completed_On-going_Works.csv
5262,Uttar Pradesh,Construction of rooms and halls in school and colleges,WS/MP791/2026-2027/252225,Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA),Jagdambika Pal,DOMARIYAGANJ,2026-07-01,JANTA INTER COLLEGE ASIDHAWA,Payment Success,300000,False,Completed_On-going_Works.csv
5263,Uttar Pradesh,Construction of rooms and halls in school and colleges,WS/MP791/2026-2027/252225,Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA),Jagdambika Pal,DOMARIYAGANJ,2026-08-03,JANTA INTER COLLEGE ASIDHAWA,Payment Success,125000,False,Completed_On-going_Works.csv
5264,Gujarat,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP577/2024-2025/133600,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),2026-07-03,GRAM PANCHAYAT SAHADA,Payment Success,249291,False,Completed_On-going_Works.csv
5265,Kerala,Construction of footpaths and pedestrian ways,WS/MP18305/2025-2026/182699,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),E.T. MOHAMMED BASHEER,MALAPPURAM,2026-07-06,FAZIL AHAMMED P,Payment Success,320090,False,Completed_On-going_Works.csv
5266,Telangana,Construction of community centers and community halls,WS/MP761/2026-2027/170560,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA),Arvind Dharmapuri,NIZAMABAD,2026-07-03,Gaddam Ravikiran Reddy,Payment Success,400000,False,Completed_On-going_Works.csv
5267,Kerala,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18306/2026-2027/259840,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),DR. M.P ABDUSSAMAD SAMADANI,PONNANI,2026-07-02,Noushad P,Payment Success,497522,False,Completed_On-going_Works.csv
5268,Kerala,Purchase of vans and buses for educational institutions,WS/MP18305/2026-2027/283104,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),E.T. MOHAMMED BASHEER,MALAPPURAM,2026-07-06,KAPS MOTORS,Payment Success,110518,False,Completed_On-going_Works.csv
5269,Karnataka,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18086/2025-2026/212759,HASSAN(DEPUTY COMMISSIONER HASSAN_IDA),SHREYAS. M. PATEL,HASSAN,2026-07-04,B H Harish,Payment Success,375000,False,Completed_On-going_Works.csv
5270,Himachal Pradesh,"Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",WS/MP18069/2025-2026/212347,KANGRA(DEPUTY COMMISSIONER KANGRA_IDA),RAJEEV BHARDWAJ,KANGRA,2026-07-01,TCM Steels,Payment Success,114667,False,Completed_On-going_Works.csv
5271,Sikkim,"Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",WS/MP013/2025-2026/249449,"Namchi(IMPLEMENTING DISTRICT AGENCY, NAMCHI)",Indra Hang Subba,SIKKIM,2026-07-29,PRATIGYA HARDWARE STORE,Payment Success,314974,False,Completed_On-going_Works.csv
5272,Maharashtra,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18323/2026-2027/146709,NANDED(DISTRICT COLLECTOR NANDED_IDA),DR KALGE SHIVAJI BANDAPPA,LATUR(SC),2026-07-24,CHAIRMAN NAMDEO MAHARAJ MAJOOR SAHKARI SANSTHA LIMITED LIMBOLI,Payment Success,292053,False,Completed_On-going_Works.csv
5273,Odisha,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18139/2025-2026/241585,JHARSUGUDA(DISTRICT COLLECTORJHARSUGUDA_IDA),PRADEEP PUROHIT,BARGARH,2026-07-13,BDO LAKHANPUR,Payment Success,28136,False,Completed_On-going_Works.csv
5274,Odisha,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18139/2026-2027/278874,JHARSUGUDA(DISTRICT COLLECTORJHARSUGUDA_IDA),PRADEEP PUROHIT,BARGARH,2026-07-09,BDO LAKHANPUR,Payment Success,33347,False,Completed_On-going_Works.csv
5275,Odisha,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18139/2025-2026/241578,JHARSUGUDA(DISTRICT COLLECTORJHARSUGUDA_IDA),PRADEEP PUROHIT,BARGARH,2026-07-07,BDO LAKHANPUR,Payment Success,34499,False,Completed_On-going_Works.csv
5276,Assam,Construction of community centers and community halls,WS/MP18020/2026-2027/253744,NALBARI(DEPUTY COMMISSIONER NALBARI_IDA),PHANI BHUSAN CHOUDHURY,BARPETA,2026-08-04,MS SARMA TIMBER FARNITURE HOUSE,Payment Success,125158,False,Completed_On-going_Works.csv
5277,Punjab,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP716/2025-2026/210105,SRI MUKTSAR SAHIB(DEPUTY COMMISSIONER SRI MUKTSAR SAHIB_IDA),Smt Harsimrat Kaur Badal,BHATINDA,2026-07-01,Punjab Cement Store,Payment Success,5500,False,Completed_On-going_Works.csv
5278,Punjab,Construction of common work sheds/ common covered sitting area,WS/MP18314/2025-2026/219730,SANGRUR(DEPUTY COMMISSIONER SANGRUR_IDA),GURMEET SINGH MEET HAYER,SANGRUR,2026-08-14,JARNAIL SINGH,Payment Success,2758,False,Completed_On-going_Works.csv
5279,Chhattisgarh,Construction of community centers and community halls,WS/MP568/2026-2027/276219,DURG(DISTRICT COLLECTOR DURG_IDA),Vijay Baghel,DURG,2026-08-06,SARPANCH GRAM PANCHAYAT RUHI,Payment Success,200000,False,Completed_On-going_Works.csv
5280,Chhattisgarh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP568/2026-2027/279466,DURG(DISTRICT COLLECTOR DURG_IDA),Vijay Baghel,DURG,2026-07-06,SARPANCH GRAM PANCHAYAT PARSAHI,Payment Success,350000,False,Completed_On-going_Works.csv
5281,Assam,Construction of buildings for community cultural activities,WS/MP18020/2026-2027/254043,BONGAIGAON(Deputy Commissioner Bongaigaon_IDA),PHANI BHUSAN CHOUDHURY,BARPETA,2026-07-03,Rennovation of Natghar at Rabhapara,Payment Success,240000,False,Completed_On-going_Works.csv
5282,Gujarat,Construction of footpaths and pedestrian ways,WS/ MP578/2025-2026/241833,VADODARA(DISTRICT COLLECTOR VADODARA_IDA),Mansukhbhai Dhanjibhai Vasava,BHARUCH,2026-07-07,KAHONA GRAM PANCAHAYT,Payment Success,100000,False,Completed_On-going_Works.csv
5283,Odisha,Construction of community centers and community halls,WS/MP370/2024-2025/145374,Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA),Shri Jual Oram,SUNDARGARH (ST),2026-07-03,SAGARIKA SWAIN,Payment Success,512871,False,Completed_On-going_Works.csv
5284,Odisha,Construction of rooms and halls in school and colleges,WS/MP370/2024-2025/161180,Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA),Shri Jual Oram,SUNDARGARH (ST),2026-07-03,SAGARIKA SWAIN,Payment Success,900000,False,Completed_On-going_Works.csv
5285,Assam,Construction of community centers and community halls,WS/MP18020/2026-2027/253745,NALBARI(DEPUTY COMMISSIONER NALBARI_IDA),PHANI BHUSAN CHOUDHURY,BARPETA,2026-08-12,AAI LAXMI ENTERPRISE,Payment Success,89557,False,Completed_On-going_Works.csv
5286,Maharashtra,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18117/2025-2026/164512,DHULE(DISTRICT COLLECTOR DHULE_IDA),BACHHAV SHOBHA DINESH,DHULE,2026-07-08,GRAMNIDHI GRAMPANCHAYAT KAUTHAL,Payment Success,989166,False,Completed_On-going_Works.csv
5287,Karnataka,Construction of community centers and community halls,WS/MP18356/2026-2027/169972,BELAGAVI(DEPUTY COMMISSIONER BELGAUM_IDA),PRIYANKA SATISH JARKIHOLI,CHIKKODI,2026-07-19,SHRINIVASKUMAR GADIVADDAR,Payment Success,124844,False,Completed_On-going_Works.csv
5288,Karnataka,Construction of community centers and community halls,WS/MP18356/2026-2027/169972,BELAGAVI(DEPUTY COMMISSIONER BELGAUM_IDA),PRIYANKA SATISH JARKIHOLI,CHIKKODI,2026-07-02,SHRINIVASKUMAR GADIVADDAR,Payment Success,375000,False,Completed_On-going_Works.csv
5289,Haryana,Construction of community centers and community halls,WS/MP18065/2025-2026/209974,JHAJJAR(DEPUTY COMMISSIONER cum NODAL OFFICER MPLADS JHAJJAR),DEEPENDER SINGH HOODA,ROHTAK,2026-07-01,A V ENTERPRISES,Payment Success,498234,False,Completed_On-going_Works.csv
5290,Haryana,Construction of community centers and community halls,WS/MP18065/2025-2026/239251,JHAJJAR(DEPUTY COMMISSIONER cum NODAL OFFICER MPLADS JHAJJAR),DEEPENDER SINGH HOODA,ROHTAK,2026-07-06,A V ENTERPRISES,Payment Success,179989,False,Completed_On-going_Works.csv
5291,Karnataka,Construction of community centers and community halls,WS/MP18356/2026-2027/213086,BELAGAVI(DEPUTY COMMISSIONER BELGAUM_IDA),PRIYANKA SATISH JARKIHOLI,CHIKKODI,2026-07-02,NAVEEN HANAMANT WAGH,Payment Success,375000,False,Completed_On-going_Works.csv
5292,Karnataka,Construction of community centers and community halls,WS/MP18356/2026-2027/213086,BELAGAVI(DEPUTY COMMISSIONER BELGAUM_IDA),PRIYANKA SATISH JARKIHOLI,CHIKKODI,2026-07-25,NAVEEN HANAMANT WAGH,Payment Success,123113,False,Completed_On-going_Works.csv
5293,Gujarat,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP575/2026-2027/273413,NAVSARI(DISTRICT COLLECTOR NAVSARI_IDA),C R Patil,NAVSARI,2026-07-06,GRAM PANCHAYAT CHHINAM,Payment Success,500000,False,Completed_On-going_Works.csv
5294,Karnataka,Construction of rooms and halls in school and colleges,WS/MP18355/2025-2026/158349,BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA),SHOBHA KARANDLAJE,BANGALORE NORTH,2026-07-02,KRISHNAPPA C S,Payment Success,4681278,False,Completed_On-going_Works.csv
5295,Tamil Nadu,Construction of water tanks,WS/MP18181/2026-2027/203793,COIMBATORE(DISTRICT COLLECTOR COIMBATORE_IDA),ESWARASAMY K,POLLACHI,2026-07-22,Kandhasamy N,Payment Success,2000000,False,Completed_On-going_Works.csv
5296,Telangana,Construction of common work sheds/ common covered sitting area,WS/MP18191/2025-2026/234927,Narayanpet(DISTRICT COLLECTOR NARAYANPET_IDA),ARUNA. D. K,MAHABUBNAGAR,2026-07-17,Mallareddy Vutukuru,Payment Success,994273,False,Completed_On-going_Works.csv
5297,Andhra Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18005/2025-2026/245775,Bapatla(DISTRICT COLLECTOR BAPATLA_IDA),Krishna Prasad Tenneti,BAPATLA,2026-08-01,SAHARA INFRASTRUCTURES,Payment Success,672004,False,Completed_On-going_Works.csv
5298,Andhra Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18005/2025-2026/245775,Bapatla(DISTRICT COLLECTOR BAPATLA_IDA),Krishna Prasad Tenneti,BAPATLA,2026-07-15,SAHARA INFRASTRUCTURES,Payment Success,739020,False,Completed_On-going_Works.csv
5299,Odisha,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18144/2026-2027/269149,KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),MALVIKA DEVI,KALAHANDI,2026-07-23,SAROJ KANTA NAIK,Payment Success,500000,False,Completed_On-going_Works.csv
5300,Odisha,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18144/2026-2027/269156,KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),MALVIKA DEVI,KALAHANDI,2026-07-23,SAROJ KANTA NAIK,Payment Success,500000,False,Completed_On-going_Works.csv
5301,Odisha,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18144/2026-2027/269139,KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),MALVIKA DEVI,KALAHANDI,2026-07-23,SAROJ KANTA NAIK,Payment Success,300000,False,Completed_On-going_Works.csv
5302,Odisha,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18144/2025-2026/163589,KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),MALVIKA DEVI,KALAHANDI,2026-07-23,SAROJ KANTA NAIK,Payment Success,400000,False,Completed_On-going_Works.csv
5303,Odisha,Security gates in streets/public place for safety purpose,WS/MP18144/2026-2027/269146,KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),MALVIKA DEVI,KALAHANDI,2026-07-15,SAROJ KANTA NAIK,Payment Success,300000,False,Completed_On-going_Works.csv
5304,Odisha,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18144/2026-2027/269138,KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),MALVIKA DEVI,KALAHANDI,2026-07-15,SAROJ KANTA NAIK,Payment Success,300000,False,Completed_On-going_Works.csv
5305,Odisha,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18144/2026-2027/269155,KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),MALVIKA DEVI,KALAHANDI,2026-07-02,SAROJ KANTA NAIK,Payment Success,500000,False,Completed_On-going_Works.csv
5306,Assam,Construction of community centers and community halls,WS/MP410/2026-2027/289198,DHEMAJI(DEPUTY COMMISSIONER DHEMAJI_IDA),Pradan Baruah,LAKHIMPUR,2026-08-06,NDHRITI ENTERPRISE,Payment Success,612671,False,Completed_On-going_Works.csv
5307,Assam,Construction of community centers and community halls,WS/MP410/2025-2026/245626,DHEMAJI(DEPUTY COMMISSIONER DHEMAJI_IDA),Pradan Baruah,LAKHIMPUR,2026-07-03,NDHRITI ENTERPRISE,Payment Success,204393,False,Completed_On-going_Works.csv
5308,Assam,Construction of community centers and community halls,WS/MP410/2026-2027/245644,DHEMAJI(DEPUTY COMMISSIONER DHEMAJI_IDA),Pradan Baruah,LAKHIMPUR,2026-07-28,NDHRITI ENTERPRISE,Payment Success,148320,False,Completed_On-going_Works.csv
5309,Uttarakhand,Construction of common work sheds/ common covered sitting area,WS/MP477/2025-2026/258919,ALMORA(DISTRICT MAGISTRATE ALMORA_IDA),Ajay Tamta,ALMORA(SC),2026-07-03,Sumit Lal Sah,Payment Success,47099,False,Completed_On-going_Works.csv
5310,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18198/2025-2026/206029,PRAYAGRAJ(DISTRICT MAGISTRAE ALLAHABAD_IDA),UJJWAL RAMAN SINGH,ALLAHABAD,2026-07-03,RAHMAT AND COMPANY,Payment Success,927621,False,Completed_On-going_Works.csv
5311,Kerala,Purchase of vans and buses for educational institutions,WS/MP18095/2025-2026/246638,ALAPPUZHA(DISTRICT COLLECTOR ALAPPUZHA_IDA),K. C VENUGOPAL,ALAPPUZHA,2026-07-31,Head Mistress St Michaels High School Kavil,Payment Success,83808,False,Completed_On-going_Works.csv
5312,Punjab,Construction of stadiums,WS/MP18311/2025-2026/272255,RUPNAGAR(DEPUTY COMMISSIONER ROOPNAGAR_IDA),MALVINDER SINGH KANG,ANANDPUR SAHIB,2026-06-30,GH LANDSCAPES,Payment Success,208000,False,Completed_On-going_Works.csv
5313,Karnataka,Construction of community centers and community halls,WS/MP18356/2026-2027/219562,BELAGAVI(DEPUTY COMMISSIONER BELGAUM_IDA),PRIYANKA SATISH JARKIHOLI,CHIKKODI,2026-06-29,APPANNA MALLAPPA YALLURE,Payment Success,750000,False,Completed_On-going_Works.csv
5314,Andhra Pradesh,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP522/2024-2025/163222,SRIKAKULAM(District Collector Srikakulam_IDA),Kinjarapu Ram Mohan Naidu,SRIKAKULAM,2026-07-04,Kuna Anjaneyulu,Payment Success,519185,False,Completed_On-going_Works.csv
5315,Andhra Pradesh,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP522/2024-2025/163226,SRIKAKULAM(District Collector Srikakulam_IDA),Kinjarapu Ram Mohan Naidu,SRIKAKULAM,2026-07-04,Kuna Anjaneyulu,Payment Success,515606,False,Completed_On-going_Works.csv
5316,Andhra Pradesh,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP522/2024-2025/163224,SRIKAKULAM(District Collector Srikakulam_IDA),Kinjarapu Ram Mohan Naidu,SRIKAKULAM,2026-07-04,Kintali Sai Kumar,Payment Success,382515,False,Completed_On-going_Works.csv
5317,Tamil Nadu,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP18265/2025-2026/223033,CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA),M.K. VISHNUPRASAD,CUDDALORE,2026-06-29,SATHIYA AND CO,Payment Success,799833,False,Completed_On-going_Works.csv
5318,Assam,Construction of rooms and halls in school and colleges,WS/MP18022/2026-2027/265545,DIBRUGARH(DEPUTY COMMISSIONER DIBRUGARH_IDA),Shri Sarbananda Sonowal (18LS),DIBRUGARH,2026-08-14,VAISHNOBI ENTERPRISE,Payment Success,309579,False,Completed_On-going_Works.csv
5319,Punjab,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP18152/2025-2026/239775,MOGA(Deputy Commissioner Moga),SARABJEET SINGH KHALSA,FARIDKOT(SC),2026-07-07,SIDHU CEMENT AND SCRAP STORE,Payment Success,36449,False,Completed_On-going_Works.csv
5320,Punjab,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP18152/2025-2026/239775,MOGA(Deputy Commissioner Moga),SARABJEET SINGH KHALSA,FARIDKOT(SC),2026-07-07,SIDHU CEMENT AND SCRAP STORE,Payment Success,20000,False,Completed_On-going_Works.csv
5321,Punjab,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP18152/2025-2026/239775,MOGA(Deputy Commissioner Moga),SARABJEET SINGH KHALSA,FARIDKOT(SC),2026-07-07,SIDHU CEMENT AND SCRAP STORE,Payment Success,25500,False,Completed_On-going_Works.csv
5322,Punjab,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP18152/2025-2026/239775,MOGA(Deputy Commissioner Moga),SARABJEET SINGH KHALSA,FARIDKOT(SC),2026-07-07,BALJINDER SINGH,Payment Success,36327,False,Completed_On-going_Works.csv
5323,Punjab,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP18152/2025-2026/239775,MOGA(Deputy Commissioner Moga),SARABJEET SINGH KHALSA,FARIDKOT(SC),2026-07-07,GOYAL TRADERS,Payment Success,86140,False,Completed_On-going_Works.csv
5324,Punjab,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP18152/2025-2026/239775,MOGA(Deputy Commissioner Moga),SARABJEET SINGH KHALSA,FARIDKOT(SC),2026-07-07,DIVYA INDUSTRIES,Payment Success,25584,False,Completed_On-going_Works.csv
5325,Karnataka,Construction of buildings for community cultural activities,WS/MP18077/2026-2027/209859,BELAGAVI(DEPUTY COMMISSIONER BELGAUM_IDA),JAGADISH SHETTAR,BELGAUM,2026-07-04,CHANDAN BASAVARAJ HONDAPPAGOL,Payment Success,456528,False,Completed_On-going_Works.csv
5326,Karnataka,Construction of community centers and community halls,WS/MP18356/2026-2027/169966,BELAGAVI(DEPUTY COMMISSIONER BELGAUM_IDA),PRIYANKA SATISH JARKIHOLI,CHIKKODI,2026-06-29,SANJU SHIVAPPA JEEVANNAVAR,Payment Success,375000,False,Completed_On-going_Works.csv
5327,Maharashtra,Construction of community centers and community halls,WS/MP18115/2026-2027/186439,BHANDARA(DISTRICT COLLECTOR BHANDARA_IDA),DR. PRASHANT YADAORAO PADOLE,BHANDARA-GONDIYA,2026-07-02,GRAM PANCHAYAT PAHUNI,Payment Success,700000,False,Completed_On-going_Works.csv
5328,Maharashtra,Providing drains and gutters for public drainage,WS/MP18119/2026-2027/256533,GONDIA(DISTRICT COLLECTOR GONDIA_IDA),DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),2026-06-29,Rajesh Ghanshyam Girhepunje,Payment Success,347698,False,Completed_On-going_Works.csv
