sr_no,work_category,work,state,ida,work_description,honble_members_of_parliament,constituency,image,completion_date,amount_disbursed_rupees,amount_disbursed_rupees_invalid_negative,source_dataset
20846,Normal/Others,"WS/MP428/2025-2026/238062-Construction of roads, link roads, pathways or any other road with or without drainage system",Chhattisgarh,Kabeerdham(DISTRICT COLLECTOR KABIRDHAM),Murmikaran Sadak (Main road se jaypal ghar tak),Santosh Pandey,RAJNANDGAON,,2026-02-13,499436.0,False,Works Completed.csv
20847,Normal/Others,"WS/MP428/2025-2026/238069-Construction of roads, link roads, pathways or any other road with or without drainage system",Chhattisgarh,Kabeerdham(DISTRICT COLLECTOR KABIRDHAM),CC Road (sukhraji ghar se ludh singh ghar tak),Santosh Pandey,RAJNANDGAON,,2026-02-13,499626.0,False,Works Completed.csv
20848,Normal/Others,WS/MP18190/2025-2026/213019-Street lights,Telangana,Mulugu(District Collector Mulugu_ida),Installation of LED Street lights in Pegadapally GP,BALRAM NAIK PORIKA,MAHABUBABAD,Images,2025-11-18,148141.0,False,Works Completed.csv
20849,Normal/Others,WS/MP18190/2025-2026/213076-Street lights,Telangana,Mulugu(District Collector Mulugu_ida),Installation of LED Street lights in Barigalapally GP,BALRAM NAIK PORIKA,MAHABUBABAD,Images,2025-11-18,148141.0,False,Works Completed.csv
20850,Normal/Others,WS/MP18190/2025-2026/213073-Street lights,Telangana,Mulugu(District Collector Mulugu_ida),Installation of LED Street lights in Kothur GP,BALRAM NAIK PORIKA,MAHABUBABAD,Images,2025-11-18,148141.0,False,Works Completed.csv
20851,Normal/Others,WS/MP18190/2025-2026/213052-Street lights,Telangana,Mulugu(District Collector Mulugu_ida),Installation of LED Street lights in Kodishalakunta GP,BALRAM NAIK PORIKA,MAHABUBABAD,Images,2025-11-18,148141.0,False,Works Completed.csv
20852,Normal/Others,WS/MP826/2025-2026/158173-Construction of community centers and community halls,West Bengal,DARJEELING(DISTRICT MAGISTRATE DARJEELING_IDA),"Construction of Community hall at Fatingtar- Thanaline under Lodhoma 1 GP Reff:Santoshi Limbu, Panchayat Member, Contact No:9749072656",Raju Bista,DARJEELING,Images,2025-11-20,491892.0,False,Works Completed.csv
20853,Normal/Others,"WS/MP453/2024-2025/152808-Construction of roads, link roads, pathways or any other road with or without drainage system",Odisha,RAYAGADA(DISTRICT COLLECTOR RAYAGADA_IDA),Construction of CC Road at Masani road Badasiguru Village of Karubai GP under Rayagada Block,Saptagiri Sankar Ulaka,KORAPUT(ST),,2025-11-18,300000.0,False,Works Completed.csv
20854,Normal/Others,WS/MP18309/2025-2026/221618-Construction of footpaths and pedestrian ways,Meghalaya,SOUTH WEST GARO HILLS(DEPUTY COMMISSIONER SOUTH WEST GARO HILLS AMPATI_IDA),Construction of Footpath (Earthwork) from Gildinggre to Mandanggre Village,SALENG A SANGMA,TURA,Images,2026-04-22,400000.0,False,Works Completed.csv
20855,Normal/Others,WS/MP18314/2025-2026/208374-Installing tube-wells and borewells,Punjab,BARNALA(DEPUTY COMMISSIONER BARNALA_IDA),Installation of Submersible Motors for Drinking Water In W.no 5 Sahid Udham Singh Nagar Near Amarjit Singh Plot Dhanaula,GURMEET SINGH MEET HAYER,SANGRUR,Images,2025-11-21,70000.0,False,Works Completed.csv
20856,Normal/Others,WS/MP18314/2025-2026/210019-Installing tube-wells and borewells,Punjab,BARNALA(DEPUTY COMMISSIONER BARNALA_IDA),Installation of Submersible Motors for Drinking Water In W.no 5 Sahid Udham Singh Nagar Near Ram Devi Home Dhanaula,GURMEET SINGH MEET HAYER,SANGRUR,Images,2025-11-21,70000.0,False,Works Completed.csv
20857,Normal/Others,WS/MP18314/2025-2026/213261-Installing tube-wells and borewells,Punjab,BARNALA(DEPUTY COMMISSIONER BARNALA_IDA),Installation of Submersible Motors for Drinking Water In W.no 7 Navi Basti Near gurnam Singh Home Dhanaula,GURMEET SINGH MEET HAYER,SANGRUR,Images,2025-11-21,70000.0,False,Works Completed.csv
20858,Normal/Others,WS/MP18314/2025-2026/177602-Installing tube-wells and borewells,Punjab,BARNALA(DEPUTY COMMISSIONER BARNALA_IDA),"Installation of Submersible Motor Drinking Water Govt Primary School Bhangher Patti, W.No 10 Dhanaula, MC Dhanaula",GURMEET SINGH MEET HAYER,SANGRUR,Images,2025-11-27,75000.0,False,Works Completed.csv
20859,Normal/Others,WS/MP18314/2025-2026/177895-Construction of additional rooms and halls in the existing public and community building,Punjab,BARNALA(DEPUTY COMMISSIONER BARNALA_IDA),For Repair Development Work of Bhagat Ravidas Dharmshala Sahid Bhagat Singh Nagar Ward no 27 and 23 Barnala,GURMEET SINGH MEET HAYER,SANGRUR,Images,2025-11-18,186801.0,False,Works Completed.csv
20860,Normal/Others,"WS/MP313/2025-2026/225972-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",Arunachal Pradesh,EAST SIANG(Deputy Commisioner East Siang_IDA),Construction of Embankment at Bilat in East Siang District,Shri Tapir Gao,ARUNACHAL EAST,Images,2025-11-18,2000000.0,False,Works Completed.csv
20861,Normal/Others,WS/MP18158/2025-2026/199809-Construction of rooms and halls in school and colleges,Punjab,S.A.S Nagar(DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA),Construction of one room in govt primary school village basauli,DR DHARAMVIRA GANDHI,PATIALA,Images,2026-08-06,400000.0,False,Works Completed.csv
20862,Normal/Others,WS/MP380/2025-2026/231504-Development of playfields and sports grounds,Punjab,LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA),FOR DEVELOPMENT OF PLAY GROUND,Shri Amar Singh,FATEHGARH SAHIB(SC),Images,2026-01-20,300000.0,False,Works Completed.csv
20863,Normal/Others,WS/MP18158/2025-2026/225731-Construction of toilet blocks,Punjab,S.A.S Nagar(DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA),Contruction of two toilet blocks in Govt Primary School Kishanpura Block Derabassi,DR DHARAMVIRA GANDHI,PATIALA,Images,2026-08-06,174995.0,False,Works Completed.csv
20864,Normal/Others,WS/MP18415/2025-2026/215041-Purchase of furniture and fixtures for educational purposes,Uttarakhand,DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA),Shahid Durgamall govt. Degree College Doiwala mein Ek Generator Lagwaya Jana Hai (IA BDO Doiwala),TRIVENDRA SINGH RAWAT,HARDWAR,Images,2026-01-07,781796.0,False,Works Completed.csv
20865,Normal/Others,WS/MP18377/2025-2026/212932-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,Uttar Pradesh,BAREILLY(DISTRICT MAGISTRAE BAREILLY_IDA),"MIRGNJ KE -MANDANPUR, SUJATPUR,LABHEDA,GUGAI,NARELI RASOOLPUR, FATEHGANJ KE KATHOLA BENIRAM, PANTHARIYA, KERA, DHAUR SATUIYA, PACHTAUR, SHERGARH KE ABHAYPURA URF JOKHANPUR, DUNKI ME SHAMSHAN SHED KA NIRMAN",CHHATRA PAL SINGH GANGWAR,BAREILLY,Images,2026-02-24,343627.0,False,Works Completed.csv
